0;0.00
0;-9.82
0;-9.69
0;-9.71
0;-9.69
0;-9.81
0;-9.85
0;-9.90
0;-9.89
0;-9.74
0;-9.83
0;-9.77
0;-9.74
0;-9.76
0;-9.84
0;-9.81
0;-9.78
0;-9.84
0;-9.95
0;-9.94
0;-9.96
0;-9.82
0;-9.87
0;-9.88
0;-9.83
0;-9.82
0;-9.86
0;-9.92
0;-9.97
0;-9.98
0;-9.94
0;-10.01
0;-9.97
0;-9.94
0;-9.84
0;-9.74
0;-9.84
0;-9.84
0;-9.79
0;-9.75
0;-9.81
0;-9.89
0;-10.00
0;-9.95
0;-9.87
0;-9.78
0;-9.93
0;-9.98
0;-9.93
0;-9.82
0;-9.83
0;-9.85
0;-9.86
0;-9.85
0;-10.05
0;-10.00
0;-9.98
0;-9.87
0;-9.80
0;-9.80
0;-9.78
0;-9.80
0;-10.01
0;-9.84
0;-9.88
0;-9.97
0;-9.84
0;-9.77
0;-9.86
0;-9.94
0;-9.82
0;-9.77
0;-9.74
0;-9.93
0;-10.03
0;-9.93
0;-9.64
0;-9.40
0;-9.56
0;-9.49
0;-8.88
0;-7.98
0;-6.97
0;-6.11
0;-5.62
0;-5.31
0;-3.75
0;-1.86
0;1.55
0;6.50
0;12.33
0;18.72
0;25.48
0;32.37
0;38.81
0;45.00
0;50.63
0;56.38
0;62.48
0;68.76
0;81.05
0;85.90
0;90.30
0;94.62
0;98.36
0;101.64
0;104.23
0;105.30
0;105.54
0;105.87
0;106.66
0;107.94
0;109.21
0;111.88
0;112.56
0;112.79
0;112.24
0;110.33
0;106.18
0;99.49
0;89.56
0;76.55
0;61.35
0;45.62
0;18.74
0;1.47
0;-3.39
0;-6.50
0;-8.26
0;-9.23
0;-9.60
0;-9.63
0;-9.68
0;-9.65
0;-9.58
0;-9.61
0;-9.71
0;-9.70
0;-9.74
0;-9.78
0;-9.65
0;-9.67
0;-9.82
0;-9.80
0;-9.76
0;-9.76
0;-9.90
0;-9.93
0;-9.81
0;-9.72
0;-9.77
0;-9.90
0;-9.90
0;-9.71
0;-9.74
0;-9.86
0;-9.80
0;-9.79
0;-9.85
0;-9.79
0;-9.85
0;-9.94
0;-9.81
0;-9.76
0;-9.78
0;-9.76
0;-9.85
0;-9.93
0;-9.83
0;-9.73
0;-9.83
0;-9.85
0;-9.77
0;-9.76
0;-9.77
0;-9.84
0;-9.85
0;-9.93
0;-9.88
0;-9.75
0;-9.77
0;-9.82
0;-9.88
0;-9.66
0;-9.59
0;-9.79
0;-9.85
0;-9.82
0;-9.76
0;-9.81
0;-9.79
0;-9.88
0;-9.88
0;-9.77
0;-9.76
0;-9.91
0;-10.01
0;-9.93
0;-9.90
0;-9.85
0;-9.72
0;-9.72
0;-9.77
0;-9.79
0;-9.75
0;-9.70
0;-9.81
0;-9.77
0;-9.81
0;-9.84
0;-9.74
0;-9.77
0;-9.82
0;-9.91
0;-9.90
0;-9.91
0;-9.84
0;-9.81
0;-9.76
0;-10.03
0;-9.88
0;-9.85
0;-9.96
0;-9.87
0;-9.83
0;-9.82
0;-9.74
0;-10.01
0;-9.90
0;-9.86
0;-10.04
0;-10.02
0;-9.80
0;-9.74
0;-9.73
0;-9.82
0;-9.82
0;-9.85
0;-9.84
0;-9.75
0;-9.77
0;-9.83
0;-9.73
0;-9.61
0;-9.45
0;-9.41
0;-9.22
0;-9.20
0;-9.29
0;-9.54
0;-9.76
0;-9.84
0;-9.96
0;-9.87
0;-9.86
0;-9.78
0;-9.90
0;-9.88
0;-9.64
0;-9.53
0;-9.59
0;-9.46
0;-9.36
0;-9.24
0;-9.13
0;-8.77
0;-7.99
0;-6.97
0;-5.99
0;-5.10
0;-3.85
0;-0.40
0;1.58
0;4.02
0;6.60
0;9.41
0;13.03
0;17.31
0;22.00
0;27.18
0;32.50
0;38.11
0;44.09
0;50.14
0;56.46
0;69.55
0;75.94
0;82.09
0;87.29
0;91.38
0;94.79
0;98.31
0;102.13
0;106.32
0;110.63
0;114.49
0;117.88
0;120.22
0;122.61
0;125.07
0;129.76
0;132.00
0;133.80
0;135.54
0;136.79
0;137.54
0;138.33
0;138.84
0;139.19
0;139.54
0;139.69
0;139.81
0;139.96
0;140.32
0;140.34
0;140.21
0;140.38
0;140.86
0;141.12
0;141.48
0;141.78
0;142.11
0;142.09
0;142.06
0;141.80
0;141.57
0;141.54
0;141.51
0;141.23
0;140.74
0;140.15
0;139.14
0;137.69
0;135.34
0;131.82
0;118.00
0;104.45
0;87.55
0;70.11
0;53.87
0;40.84
0;31.18
0;23.45
0;17.60
0;13.09
0;9.67
0;6.92
0;5.10
0;3.51
0;1.95
0;-1.24
0;-2.45
0;-3.50
0;-4.49
0;-5.52
0;-6.43
0;-7.21
0;-7.81
0;-8.14
0;-8.60
0;-8.83
0;-9.18
0;-9.44
0;-9.54
0;-9.69
0;-9.66
0;-9.66
0;-9.71
0;-9.75
0;-9.70
0;-9.75
0;-9.92
0;-9.89
0;-9.91
0;-9.83
0;-9.83
0;-9.80
0;-9.94
0;-9.80
0;-9.99
0;-10.01
0;-9.96
0;-9.81
0;-9.89
0;-10.00
0;-10.03
0;-10.01
0;-9.97
0;-9.93
0;-9.92
0;-9.92
0;-9.87
0;-9.90
0;-9.78
0;-9.76
0;-9.82
0;-9.89
0;-9.94
0;-9.94
0;-9.94
0;-9.87
0;-9.88
0;-9.86
0;-9.95
0;-10.00
0;-9.85
0;-9.88
0;-9.62
0;-9.51
0;-9.03
