ACC_X,ACC_Y,ACC_Z,MAG_X,MAG_Y,MAG_Z, GYRO_X,GYRO_Y,GYRO_Z,COUNT
0,0,1000,0,0,0,0,0,0,0
0,0,1000,0,0,0,0,0,0,1
0,0,1000,0,0,0,0,0,0,2
0,0,1000,0,0,0,0,0,0,3
0,0,1000,0,0,0,0,0,0,4
0,0,1000,0,0,0,0,0,0,5
0,0,1000,0,0,0,0,0,0,6
0,0,1000,0,0,0,0,0,0,7
0,0,1000,0,0,0,0,0,0,8
0,0,1000,0,0,0,0,0,0,9
0,0,1000,0,0,0,0,0,0,10
0,0,1000,0,0,0,0,0,0,11
0,0,1000,0,0,0,0,0,0,12
0,0,1000,0,0,0,0,0,0,13
0,0,1000,0,0,0,0,0,0,14
0,0,1000,0,0,0,0,0,0,15
0,0,1000,0,0,0,0,0,0,16
0,0,1000,0,0,0,0,0,0,17
0,0,1000,0,0,0,0,0,0,18
0,0,1000,0,0,0,0,0,0,19
0,0,1000,0,0,0,0,0,0,20
0,0,1000,0,0,0,0,0,0,21
0,0,1000,0,0,0,0,0,0,22
0,0,1000,0,0,0,0,0,0,23
0,0,1000,0,0,0,0,0,0,24
0,0,1000,0,0,0,0,0,0,25
0,0,1000,0,0,0,0,0,0,26
0,0,1000,0,0,0,0,0,0,27
0,0,1000,0,0,0,0,0,0,28
0,0,1000,0,0,0,0,0,0,29
0,0,1000,0,0,0,0,0,0,30
0,0,1000,0,0,0,0,0,0,31
0,0,1000,0,0,0,0,0,0,32
0,0,1000,0,0,0,0,0,0,33
0,0,1000,0,0,0,0,0,0,34
0,0,1000,0,0,0,0,0,0,35
0,0,1000,0,0,0,0,0,0,36
0,0,1000,0,0,0,0,0,0,37
0,0,1000,0,0,0,0,0,0,38
0,0,1000,0,0,0,0,0,0,39
0,0,1000,0,0,0,0,0,0,40
0,0,1000,0,0,0,0,0,0,41
0,0,1000,0,0,0,0,0,0,42
0,0,1000,0,0,0,0,0,0,43
0,0,1000,0,0,0,0,0,0,44
0,0,1000,0,0,0,0,0,0,45
0,0,1000,0,0,0,0,0,0,46
0,0,1000,0,0,0,0,0,0,47
0,0,1000,0,0,0,0,0,0,48
0,0,1000,0,0,0,0,0,0,49
0,0,1000,0,0,0,0,0,0,50
0,0,1000,0,0,0,0,0,0,51
0,0,1000,0,0,0,0,0,0,52
0,0,1000,0,0,0,0,0,0,53
0,0,1000,0,0,0,0,0,0,54
0,0,1000,0,0,0,0,0,0,55
0,0,1000,0,0,0,0,0,0,56
0,0,1000,0,0,0,0,0,0,57
0,0,1000,0,0,0,0,0,0,58
0,0,1000,0,0,0,0,0,0,59
0,0,1000,0,0,0,0,0,0,60
0,0,1000,0,0,0,0,0,0,61
0,0,1000,0,0,0,0,0,0,62
0,0,1000,0,0,0,0,0,0,63
0,0,1000,0,0,0,0,0,0,64
0,0,1000,0,0,0,0,0,0,65
0,0,1000,0,0,0,0,0,0,66
0,0,1000,0,0,0,0,0,0,67
0,0,1000,0,0,0,0,0,0,68
0,0,1000,0,0,0,0,0,0,69
0,0,1000,0,0,0,0,0,0,70
0,0,1000,0,0,0,0,0,0,71
0,0,1000,0,0,0,0,0,0,72
0,0,1000,0,0,0,0,0,0,73
0,0,1000,0,0,0,0,0,0,74
0,0,1000,0,0,0,0,0,0,75
0,0,1000,0,0,0,0,0,0,76
0,0,1000,0,0,0,0,0,0,77
0,0,1000,0,0,0,0,0,0,78
0,0,1000,0,0,0,0,0,0,79
0,0,1000,0,0,0,0,0,0,80
0,0,1000,0,0,0,0,0,0,81
0,0,1000,0,0,0,0,0,0,82
0,0,1000,0,0,0,0,0,0,83
0,0,1000,0,0,0,0,0,0,84
0,0,1000,0,0,0,0,0,0,85
0,0,1000,0,0,0,0,0,0,86
0,0,1000,0,0,0,0,0,0,87
0,0,1000,0,0,0,0,0,0,88
0,0,1000,0,0,0,0,0,0,89
0,0,1000,0,0,0,0,0,0,90
0,0,1000,0,0,0,0,0,0,91
0,0,1000,0,0,0,0,0,0,92
0,0,1000,0,0,0,0,0,0,93
0,0,1000,0,0,0,0,0,0,94
0,0,1000,0,0,0,0,0,0,95
0,0,1000,0,0,0,0,0,0,96
0,0,1000,0,0,0,0,0,0,97
0,0,1000,0,0,0,0,0,0,98
0,0,1000,0,0,0,0,0,0,99
0,0,1000,0,0,0,0,0,0,100
0,0,1000,0,0,0,0,0,0,101
0,0,1000,0,0,0,0,0,0,102
0,0,1000,0,0,0,0,0,0,103
0,0,1000,0,0,0,0,0,0,104
0,0,1000,0,0,0,0,0,0,105
0,0,1000,0,0,0,0,0,0,106
0,0,1000,0,0,0,0,0,0,107
0,0,1000,0,0,0,0,0,0,108
0,0,1000,0,0,0,0,0,0,109
0,0,1000,0,0,0,0,0,0,110
0,0,1000,0,0,0,0,0,0,111
0,0,1000,0,0,0,0,0,0,112
0,0,1000,0,0,0,0,0,0,113
0,0,1000,0,0,0,0,0,0,114
0,0,1000,0,0,0,0,0,0,115
0,0,1000,0,0,0,0,0,0,116
0,0,1000,0,0,0,0,0,0,117
0,0,1000,0,0,0,0,0,0,118
0,0,1000,0,0,0,0,0,0,119
0,0,1000,0,0,0,0,0,0,120
0,0,1000,0,0,0,0,0,0,121
0,0,1000,0,0,0,0,0,0,122
0,0,1000,0,0,0,0,0,0,123
0,0,1000,0,0,0,0,0,0,124
0,0,1000,0,0,0,0,0,0,125
0,0,1000,0,0,0,0,0,0,126
0,0,1000,0,0,0,0,0,0,127
0,0,1000,0,0,0,0,0,0,128
0,0,1000,0,0,0,0,0,0,129
0,0,1000,0,0,0,0,0,0,130
0,0,1000,0,0,0,0,0,0,131
0,0,1000,0,0,0,0,0,0,132
0,0,1000,0,0,0,0,0,0,133
0,0,1000,0,0,0,0,0,0,134
0,0,1000,0,0,0,0,0,0,135
0,0,1000,0,0,0,0,0,0,136
0,0,1000,0,0,0,0,0,0,137
0,0,1000,0,0,0,0,0,0,138
0,0,1000,0,0,0,0,0,0,139
0,0,1000,0,0,0,0,0,0,140
0,0,1000,0,0,0,0,0,0,141
0,0,1000,0,0,0,0,0,0,142
0,0,1000,0,0,0,0,0,0,143
0,0,1000,0,0,0,0,0,0,144
0,0,1000,0,0,0,0,0,0,145
0,0,1000,0,0,0,0,0,0,146
0,0,1000,0,0,0,0,0,0,147
0,0,1000,0,0,0,0,0,0,148
0,0,1000,0,0,0,0,0,0,149
0,0,1000,0,0,0,0,0,0,150
0,0,1000,0,0,0,0,0,0,151
0,0,1000,0,0,0,0,0,0,152
0,0,1000,0,0,0,0,0,0,153
0,0,1000,0,0,0,0,0,0,154
0,0,1000,0,0,0,0,0,0,155
0,0,1000,0,0,0,0,0,0,156
0,0,1000,0,0,0,0,0,0,157
0,0,1000,0,0,0,0,0,0,158
0,0,1000,0,0,0,0,0,0,159
0,0,1000,0,0,0,0,0,0,160
0,0,1000,0,0,0,0,0,0,161
0,0,1000,0,0,0,0,0,0,162
0,0,1000,0,0,0,0,0,0,163
0,0,1000,0,0,0,0,0,0,164
0,0,1000,0,0,0,0,0,0,165
0,0,1000,0,0,0,0,0,0,166
0,0,1000,0,0,0,0,0,0,167
0,0,1000,0,0,0,0,0,0,168
0,0,1000,0,0,0,0,0,0,169
0,0,1000,0,0,0,0,0,0,170
0,0,1000,0,0,0,0,0,0,171
0,0,1000,0,0,0,0,0,0,172
0,0,1000,0,0,0,0,0,0,173
0,0,1000,0,0,0,0,0,0,174
0,0,1000,0,0,0,0,0,0,175
0,0,1000,0,0,0,0,0,0,176
0,0,1000,0,0,0,0,0,0,177
0,0,1000,0,0,0,0,0,0,178
0,0,1000,0,0,0,0,0,0,179
0,0,1000,0,0,0,0,0,0,180
0,0,1000,0,0,0,0,0,0,181
0,0,1000,0,0,0,0,0,0,182
0,0,1000,0,0,0,0,0,0,183
0,0,1000,0,0,0,0,0,0,184
0,0,1000,0,0,0,0,0,0,185
0,0,1000,0,0,0,0,0,0,186
0,0,1000,0,0,0,0,0,0,187
0,0,1000,0,0,0,0,0,0,188
0,0,1000,0,0,0,0,0,0,189
0,0,1000,0,0,0,0,0,0,190
0,0,1000,0,0,0,0,0,0,191
0,0,1000,0,0,0,0,0,0,192
0,0,1000,0,0,0,0,0,0,193
0,0,1000,0,0,0,0,0,0,194
0,0,1000,0,0,0,0,0,0,195
0,0,1000,0,0,0,0,0,0,196
0,0,1000,0,0,0,0,0,0,197
0,0,1000,0,0,0,0,0,0,198
0,0,1000,0,0,0,0,0,0,199
0,0,1100,0,0,0,0,0,"1,8",200
0,0,1100,0,0,0,0,0,"1,8",201
0,0,1100,0,0,0,0,0,"1,8",202
0,0,1100,0,0,0,0,0,"1,8",203
0,0,1100,0,0,0,0,0,"1,8",204
0,0,1100,0,0,0,0,0,"1,8",205
0,0,1100,0,0,0,0,0,"1,8",206
0,0,1100,0,0,0,0,0,"1,8",207
0,0,1100,0,0,0,0,0,"1,8",208
0,0,1100,0,0,0,0,0,"1,8",209
0,0,1100,0,0,0,0,0,"1,8",210
0,0,1100,0,0,0,0,0,"1,8",211
0,0,1100,0,0,0,0,0,"1,8",212
0,0,1100,0,0,0,0,0,"1,8",213
0,0,1100,0,0,0,0,0,"1,8",214
0,0,1100,0,0,0,0,0,"1,8",215
0,0,1100,0,0,0,0,0,"1,8",216
0,0,1100,0,0,0,0,0,"1,8",217
0,0,1100,0,0,0,0,0,"1,8",218
0,0,1100,0,0,0,0,0,"1,8",219
0,0,1100,0,0,0,0,0,"1,8",220
0,0,1100,0,0,0,0,0,"1,8",221
0,0,1100,0,0,0,0,0,"1,8",222
0,0,1100,0,0,0,0,0,"1,8",223
0,0,1100,0,0,0,0,0,"1,8",224
0,0,1100,0,0,0,0,0,"1,8",225
0,0,1100,0,0,0,0,0,"1,8",226
0,0,1100,0,0,0,0,0,"1,8",227
0,0,1100,0,0,0,0,0,"1,8",228
0,0,1100,0,0,0,0,0,"1,8",229
0,0,1100,0,0,0,0,0,"1,8",230
0,0,1100,0,0,0,0,0,"1,8",231
0,0,1100,0,0,0,0,0,"1,8",232
0,0,1100,0,0,0,0,0,"1,8",233
0,0,1100,0,0,0,0,0,"1,8",234
0,0,1100,0,0,0,0,0,"1,8",235
0,0,1100,0,0,0,0,0,"1,8",236
0,0,1100,0,0,0,0,0,"1,8",237
0,0,1100,0,0,0,0,0,"1,8",238
0,0,1100,0,0,0,0,0,"1,8",239
0,0,1100,0,0,0,0,0,"1,8",240
0,0,1100,0,0,0,0,0,"1,8",241
0,0,1100,0,0,0,0,0,"1,8",242
0,0,1100,0,0,0,0,0,"1,8",243
0,0,1100,0,0,0,0,0,"1,8",244
0,0,1100,0,0,0,0,0,"1,8",245
0,0,1100,0,0,0,0,0,"1,8",246
0,0,1100,0,0,0,0,0,"1,8",247
0,0,1100,0,0,0,0,0,"1,8",248
0,0,1100,0,0,0,0,0,"1,8",249
0,0,1100,0,0,0,0,0,"1,8",250
0,0,1100,0,0,0,0,0,"1,8",251
0,0,1100,0,0,0,0,0,"1,8",252
0,0,1100,0,0,0,0,0,"1,8",253
0,0,1100,0,0,0,0,0,"1,8",254
0,0,1100,0,0,0,0,0,"1,8",255
0,0,1100,0,0,0,0,0,"1,8",256
0,0,1100,0,0,0,0,0,"1,8",257
0,0,1100,0,0,0,0,0,"1,8",258
0,0,1100,0,0,0,0,0,"1,8",259
0,0,1100,0,0,0,0,0,"1,8",260
0,0,1100,0,0,0,0,0,"1,8",261
0,0,1100,0,0,0,0,0,"1,8",262
0,0,1100,0,0,0,0,0,"1,8",263
0,0,1100,0,0,0,0,0,"1,8",264
0,0,1100,0,0,0,0,0,"1,8",265
0,0,1100,0,0,0,0,0,"1,8",266
0,0,1100,0,0,0,0,0,"1,8",267
0,0,1100,0,0,0,0,0,"1,8",268
0,0,1100,0,0,0,0,0,"1,8",269
0,0,1100,0,0,0,0,0,"1,8",270
0,0,1100,0,0,0,0,0,"1,8",271
0,0,1100,0,0,0,0,0,"1,8",272
0,0,1100,0,0,0,0,0,"1,8",273
0,0,1100,0,0,0,0,0,"1,8",274
0,0,1100,0,0,0,0,0,"1,8",275
0,0,1100,0,0,0,0,0,"1,8",276
0,0,1100,0,0,0,0,0,"1,8",277
0,0,1100,0,0,0,0,0,"1,8",278
0,0,1100,0,0,0,0,0,"1,8",279
0,0,1100,0,0,0,0,0,"1,8",280
0,0,1100,0,0,0,0,0,"1,8",281
0,0,1100,0,0,0,0,0,"1,8",282
0,0,1100,0,0,0,0,0,"1,8",283
0,0,1100,0,0,0,0,0,"1,8",284
0,0,1100,0,0,0,0,0,"1,8",285
0,0,1100,0,0,0,0,0,"1,8",286
0,0,1100,0,0,0,0,0,"1,8",287
0,0,1100,0,0,0,0,0,"1,8",288
0,0,1100,0,0,0,0,0,"1,8",289
0,0,1100,0,0,0,0,0,"1,8",290
0,0,1100,0,0,0,0,0,"1,8",291
0,0,1100,0,0,0,0,0,"1,8",292
0,0,1100,0,0,0,0,0,"1,8",293
0,0,1100,0,0,0,0,0,"1,8",294
0,0,1100,0,0,0,0,0,"1,8",295
0,0,1100,0,0,0,0,0,"1,8",296
0,0,1100,0,0,0,0,0,"1,8",297
0,0,1100,0,0,0,0,0,"1,8",298
0,0,1100,0,0,0,0,0,"1,8",299
0,0,900,0,0,0,0,0,"1,8",300
0,0,900,0,0,0,0,0,"1,8",301
0,0,900,0,0,0,0,0,"1,8",302
0,0,900,0,0,0,0,0,"1,8",303
0,0,900,0,0,0,0,0,"1,8",304
0,0,900,0,0,0,0,0,"1,8",305
0,0,900,0,0,0,0,0,"1,8",306
0,0,900,0,0,0,0,0,"1,8",307
0,0,900,0,0,0,0,0,"1,8",308
0,0,900,0,0,0,0,0,"1,8",309
0,0,900,0,0,0,0,0,"1,8",310
0,0,900,0,0,0,0,0,"1,8",311
0,0,900,0,0,0,0,0,"1,8",312
0,0,900,0,0,0,0,0,"1,8",313
0,0,900,0,0,0,0,0,"1,8",314
0,0,900,0,0,0,0,0,"1,8",315
0,0,900,0,0,0,0,0,"1,8",316
0,0,900,0,0,0,0,0,"1,8",317
0,0,900,0,0,0,0,0,"1,8",318
0,0,900,0,0,0,0,0,"1,8",319
0,0,900,0,0,0,0,0,"1,8",320
0,0,900,0,0,0,0,0,"1,8",321
0,0,900,0,0,0,0,0,"1,8",322
0,0,900,0,0,0,0,0,"1,8",323
0,0,900,0,0,0,0,0,"1,8",324
0,0,900,0,0,0,0,0,"1,8",325
0,0,900,0,0,0,0,0,"1,8",326
0,0,900,0,0,0,0,0,"1,8",327
0,0,900,0,0,0,0,0,"1,8",328
0,0,900,0,0,0,0,0,"1,8",329
0,0,900,0,0,0,0,0,"1,8",330
0,0,900,0,0,0,0,0,"1,8",331
0,0,900,0,0,0,0,0,"1,8",332
0,0,900,0,0,0,0,0,"1,8",333
0,0,900,0,0,0,0,0,"1,8",334
0,0,900,0,0,0,0,0,"1,8",335
0,0,900,0,0,0,0,0,"1,8",336
0,0,900,0,0,0,0,0,"1,8",337
0,0,900,0,0,0,0,0,"1,8",338
0,0,900,0,0,0,0,0,"1,8",339
0,0,900,0,0,0,0,0,"1,8",340
0,0,900,0,0,0,0,0,"1,8",341
0,0,900,0,0,0,0,0,"1,8",342
0,0,900,0,0,0,0,0,"1,8",343
0,0,900,0,0,0,0,0,"1,8",344
0,0,900,0,0,0,0,0,"1,8",345
0,0,900,0,0,0,0,0,"1,8",346
0,0,900,0,0,0,0,0,"1,8",347
0,0,900,0,0,0,0,0,"1,8",348
0,0,900,0,0,0,0,0,"1,8",349
0,0,900,0,0,0,0,0,"1,8",350
0,0,900,0,0,0,0,0,"1,8",351
0,0,900,0,0,0,0,0,"1,8",352
0,0,900,0,0,0,0,0,"1,8",353
0,0,900,0,0,0,0,0,"1,8",354
0,0,900,0,0,0,0,0,"1,8",355
0,0,900,0,0,0,0,0,"1,8",356
0,0,900,0,0,0,0,0,"1,8",357
0,0,900,0,0,0,0,0,"1,8",358
0,0,900,0,0,0,0,0,"1,8",359
0,0,900,0,0,0,0,0,"1,8","1,8"
0,0,900,0,0,0,0,0,"1,8",361
0,0,900,0,0,0,0,0,"1,8",362
0,0,900,0,0,0,0,0,"1,8",363
0,0,900,0,0,0,0,0,"1,8",364
0,0,900,0,0,0,0,0,"1,8",365
0,0,900,0,0,0,0,0,"1,8",366
0,0,900,0,0,0,0,0,"1,8",367
0,0,900,0,0,0,0,0,"1,8",368
0,0,900,0,0,0,0,0,"1,8",369
0,0,900,0,0,0,0,0,"1,8",370
0,0,900,0,0,0,0,0,"1,8",371
0,0,900,0,0,0,0,0,"1,8",372
0,0,900,0,0,0,0,0,"1,8",373
0,0,900,0,0,0,0,0,"1,8",374
0,0,900,0,0,0,0,0,"1,8",375
0,0,900,0,0,0,0,0,"1,8",376
0,0,900,0,0,0,0,0,"1,8",377
0,0,900,0,0,0,0,0,"1,8",378
0,0,900,0,0,0,0,0,"1,8",379
0,0,900,0,0,0,0,0,"1,8",380
0,0,900,0,0,0,0,0,"1,8",381
0,0,900,0,0,0,0,0,"1,8",382
0,0,900,0,0,0,0,0,"1,8",383
0,0,900,0,0,0,0,0,"1,8",384
0,0,900,0,0,0,0,0,"1,8",385
0,0,900,0,0,0,0,0,"1,8",386
0,0,900,0,0,0,0,0,"1,8",387
0,0,900,0,0,0,0,0,"1,8",388
0,0,900,0,0,0,0,0,"1,8",389
0,0,900,0,0,0,0,0,"1,8",390
0,0,900,0,0,0,0,0,"1,8",391
0,0,900,0,0,0,0,0,"1,8",392
0,0,900,0,0,0,0,0,"1,8",393
0,0,900,0,0,0,0,0,"1,8",394
0,0,900,0,0,0,0,0,"1,8",395
0,0,900,0,0,0,0,0,"1,8",396
0,0,900,0,0,0,0,0,"1,8",397
0,0,900,0,0,0,0,0,"1,8",398
0,0,900,0,0,0,0,0,"1,8",399
0,0,1000,0,0,0,0,"0,45",0,400
"-7,8539008887",0,"999,9691576448",0,0,0,0,"0,45",0,401
"-15,7073173118",0,"999,8766324817",0,0,0,0,"0,45",0,402
"-23,5597648336",0,"999,722430218",0,0,0,0,"0,45",0,403
"-31,4107590781",0,"999,5065603657",0,0,0,0,"0,45",0,404
"-39,2598157591",0,"999,2290362407",0,0,0,0,"0,45",0,405
"-47,1064507096",0,"998,889874962",0,0,0,0,"0,45",0,406
"-54,9501799124",0,"998,4890974505",0,0,0,0,"0,45",0,407
"-62,7905195293",0,"998,0267284283",0,0,0,0,"0,45",0,408
"-70,6269859312",0,"997,5027964163",0,0,0,0,"0,45",0,409
"-78,4590957278",0,"996,9173337331",0,0,0,0,"0,45",0,410
"-86,2863657979",0,"996,2703764929",0,0,0,0,"0,45",0,411
"-94,1083133185",0,"995,5619646031",0,0,0,0,"0,45",0,412
"-101,9244557951",0,"994,7921417617",0,0,0,0,"0,45",0,413
"-109,734311091",0,"993,9609554552",0,0,0,0,"0,45",0,414
"-117,5373974578",0,"993,0684569549",0,0,0,0,"0,45",0,415
"-125,3332335643",0,"992,1147013145",0,0,0,0,"0,45",0,416
"-133,1213385266",0,"991,099747366",0,0,0,0,"0,45",0,417
"-140,9012319376",0,"990,0236577166",0,0,0,0,"0,45",0,418
